daily_active_users,monthly_revenue,growth_rate,churn_rate,marketing_spend,sector,valuation
46636,10818.73857,0.156749818,0.128002936,6538.560443,Fintech,3311974.81
22862,5491.404802,0.165878845,0.129336807,8675.09164,Healthcare,3189631.106
36783,6885.554666,0.088588648,0.213588779,10549.37868,Fintech,3125597.169
82537,14857.20075,0.086502844,0.211699035,14868.78546,Fintech,3306037.771
29704,5499.061296,0.151761388,0.164052068,8663.128691,Healthcare,3177328.272
22576,5524.080267,0.124410804,0.234713453,7521.873401,E-commerce,3083201.804
31609,7383.511555,0.113498519,0.165361076,5948.957249,Gaming,3166551.945
18349,4375.878608,0.165835981,0.139616163,9348.658014,Gaming,3174368.039
72691,15715.1375,0.090001475,0.196563092,10403.88142,Fintech,3345557.651
24101,5226.793299,0.2,0.118575482,9674.838564,SaaS,3237725.737
19216,3860.405839,0.188536416,0.1482898,4387.426596,E-commerce,3172238.584
14503,3466.111326,0.136583361,0.16230018,3296.767362,SaaS,3100452.3
38124,9076.709491,0.169053616,0.151019801,8901.055922,Fintech,3271243.788
33982,7049.633667,0.139164276,0.141489447,8700.807875,SaaS,3213828.437
17176,3487.564384,0.129219703,0.196124187,4986.129192,SaaS,3083449.579
29384,6807.865214,0.195133624,0.139364209,9382.368526,E-commerce,3253242.316
10360,1883.777134,0.156704605,0.140677428,3530.33526,SaaS,3101498.9
24160,5803.145577,0.111482678,0.201931376,7166.564973,Fintech,3091944.345
27622,5834.798337,0.150445363,0.124617639,8653.515889,Gaming,3196757.76
51723,10908.07539,0.17531334,0.112285669,11563.67474,Healthcare,3336849.617
14981,3398.221866,0.142826621,0.168057765,5777.532788,Gaming,3106148.059
11623,2617.528137,0.150666872,0.196801384,2695.96861,SaaS,3073694.037
14076,2795.749567,0.134201736,0.129409077,6533.36724,Healthcare,3115326.411
11290,2777.673081,0.155100038,0.148777256,6776.675316,Gaming,3117904.618
42973,10702.12907,0.099887015,0.225383974,9766.104258,E-commerce,3176780.426
47777,10358.9724,0.103032105,0.233570414,10105.54388,Fintech,3170786.959
25851,5669.037851,0.127229556,0.168765473,7883.443197,SaaS,3144149.068
40564,8875.494771,0.135416085,0.190497078,11103.05223,Fintech,3205670.164
23552,5040.248553,0.171984621,0.142824069,9555.98988,Healthcare,3201198.439
21003,5170.163458,0.135429202,0.200106694,3912.946402,E-commerce,3103010.574
18647,3675.932924,0.165806777,0.130238484,6759.297137,E-commerce,3167567.315
18860,3537.326384,0.127671908,0.174283871,3366.853538,Fintech,3084547.976
10158,2489.403892,0.162749162,0.124871273,1234.1759,E-commerce,3125118.846
25137,4899.520087,0.173814684,0.120296618,5975.585828,SaaS,3203456.319
21586,5017.468722,0.136107781,0.157887405,6125.651178,E-commerce,3136507.822
31974,6211.625163,0.145077226,0.138632635,6031.566939,Gaming,3201600.991
23080,5705.676527,0.121249686,0.214683942,3350.955084,Fintech,3101675.709
20305,4779.360928,0.15777489,0.14349137,5129.695046,E-commerce,3155619.115
14248,3480.932756,0.059067239,0.231327233,8953.421751,E-commerce,2983117.575
22835,5630.401686,0.090179856,0.201805004,7787.205851,SaaS,3073289.882
31860,5923.083262,0.151778321,0.117281237,7585.582071,Fintech,3205723.83
12435,2615.54333,0.094908514,0.217319187,5939.251667,Gaming,3006276.857
23011,5185.92058,0.124205007,0.158517389,7066.135696,SaaS,3137123.129
24748,5844.782857,0.180134654,0.107608369,7172.965968,SaaS,3236517.598
15382,3028.762286,0.1684795,0.154269745,7245.979286,E-commerce,3143903.458
16416,4005.870736,0.2,0.089269586,11472.41463,Healthcare,3233340.412
24718,4831.586503,0.140309448,0.168886681,2763.183023,Fintech,3130516.026
12497,3007.182454,0.141475106,0.147499976,3120.580202,E-commerce,3102905.004
26237,5664.302797,0.13761763,0.152200158,8384.848354,SaaS,3167941.667
14077,3041.751854,0.115447959,0.171962657,5755.551773,Gaming,3074938.372
37474,7726.40405,0.125484499,0.17086268,8709.994276,Gaming,3199003.44
70892,13274.1985,0.077904888,0.194316613,5394.566978,E-commerce,3247090.586
14322,2925.931672,0.178267377,0.136981764,3829.914017,SaaS,3153282.244
28770,6038.00507,0.158241925,0.19793943,7524.277247,SaaS,3156747.639
15315,3270.234524,0.107780181,0.204126265,4872.645438,Fintech,3044495.581
37066,8589.551422,0.112125885,0.169422422,6323.496586,SaaS,3186083.391
11700,2394.34542,0.156059776,0.157454538,3768.573888,Gaming,3101647.137
28009,5838.79816,0.144589906,0.124534785,6455.726145,Gaming,3198443.999
14235,3465.181952,0.111631632,0.172997776,3488.483274,Gaming,3067221.61
19860,4621.019053,0.142380068,0.148858728,3748.424777,Healthcare,3144363.706
13154,2388.765135,0.160778839,0.160124508,7367.131545,Fintech,3121649.491
33228,7869.925967,0.151933508,0.162030672,7717.054871,Healthcare,3211827.518
14494,3613.297307,0.193531213,0.077915577,7716.890042,Gaming,3221678.544
29027,7134.364676,0.14346607,0.172820194,6752.996421,Healthcare,3169998.906
18544,4423.057634,0.103807519,0.185085872,8059.109555,E-commerce,3066563.325
20801,4660.301018,0.10800578,0.204157204,11520.28999,Fintech,3085429.158
23715,4730.512832,0.176218206,0.108598561,4808.998879,Healthcare,3210123.02
15049,3398.216839,0.191051343,0.106830916,4558.60812,Fintech,3191178.685
24469,5595.851652,0.137122103,0.146378714,8414.882999,SaaS,3153997.393
47342,9454.626852,0.13857948,0.15936668,8726.19469,E-commerce,3266521.098
14927,2953.651371,0.14557384,0.130697714,6570.797565,E-commerce,3124943.184
39573,8222.662751,0.121921755,0.161010039,13416.02156,Fintech,3213067.57
46585,10476.04821,0.082742465,0.204543331,10569.91684,Healthcare,3164275.228
14645,2936.532785,0.157236717,0.123355227,5727.242542,Healthcare,3139538.455
10641,2329.279322,0.198313138,0.094108474,4536.889525,Gaming,3185555.956
25616,6223.32057,0.142720057,0.158955643,5050.47863,Gaming,3154279.987
16752,3361.406445,0.132841139,0.193693163,4683.689418,Fintech,3083869.746
56066,13882.95984,0.109939381,0.167671353,9111.843462,E-commerce,3293925.351
22413,4776.980377,0.154069977,0.125177316,4591.995541,Fintech,3179439.719
14748,2758.813731,0.177401884,0.123267148,8602.823665,Healthcare,3170680.772
12412,2281.980427,0.159978479,0.10730834,4283.726139,SaaS,3140904.982
37985,7737.8186,0.075542625,0.229344169,6982.43077,Fintech,3080111.708
16554,3279.564704,0.194266674,0.106043622,9311.648447,E-commerce,3205196.495
22514,5382.195329,0.16411147,0.146786017,5589.90902,Healthcare,3170669.306
35521,8227.895806,0.127420854,0.217330143,8279.347852,SaaS,3168909.336
17289,4182.524453,0.125730574,0.175440227,6205.119523,Gaming,3097424.325
21526,4762.578956,0.12618897,0.163004588,4191.973859,SaaS,3120996.852
21844,4597.768968,0.165316879,0.153928062,7600.304658,Gaming,3166139.007
30997,6166.535585,0.075747544,0.224006863,7343.273922,SaaS,3060955.169
29595,6535.097417,0.151100773,0.145620028,10103.25937,E-commerce,3198260.036
19730,4404.954021,0.148876102,0.186868419,8320.519721,SaaS,3119460.537
22738,4718.278919,0.147002845,0.168010589,9339.675638,Gaming,3143851.481
18290,4491.323119,0.106272388,0.174695994,6189.51255,Healthcare,3089065.203
10521,2365.087356,0.093790847,0.187773808,4779.839406,Gaming,3016773.896
25054,5978.47778,0.2,0.07329349,4404.620625,E-commerce,3271049.509
56732,12675.48055,0.12655566,0.151436205,10482.70331,SaaS,3275473.012
14159,2862.349104,0.2,0.122566854,10421.27644,Healthcare,3190144.417
14965,3465.345399,0.169864112,0.119971408,4157.50536,E-commerce,3167338.109
14251,2794.875012,0.146481459,0.117804151,7446.787316,SaaS,3133694.971
31643,7017.23571,0.141656217,0.167495864,10927.97513,SaaS,3191000.616
27563,5737.669646,0.169082154,0.134303856,8414.411308,Fintech,3210510.132
20347,3875.93952,0.175945122,0.11508724,9164.682058,E-commerce,3192177.35
13918,2907.843763,0.157549819,0.129718161,8802.567583,Fintech,3143154.332
23067,4653.067353,0.171629283,0.12872437,6826.41187,E-commerce,3196213.179
10073,1892.268912,0.179339327,0.122126075,6227.695286,SaaS,3151281.214
23664,5624.174984,0.148446894,0.159585391,9227.088961,SaaS,3164612.569
34056,7318.660928,0.115418624,0.149605161,8415.235086,Healthcare,3176010.66
11782,2406.413872,0.159216655,0.118815283,5070.073009,SaaS,3142283.702
10236,2204.296984,0.122601695,0.168443443,7147.342668,Fintech,3060636.442
48519,11296.23328,0.115127016,0.158195716,9322.341837,Fintech,3253310.294
16221,2940.55387,0.154082877,0.155462916,6101.376321,Healthcare,3119666.554
38869,8484.038593,0.128828429,0.184674616,8376.709373,E-commerce,3172085.847
20394,4354.946075,0.179604575,0.108262612,3893.733277,SaaS,3207403.476
20313,4926.205436,0.120365183,0.192899062,4167.234283,Fintech,3085414.035
27424,6003.607674,0.072895303,0.231642122,6509.485046,Gaming,3049628.526
14157,2684.345564,0.182455552,0.122203944,5048.210391,Healthcare,3170370.262
23535,4876.636163,0.140045299,0.10239984,6787.337764,Gaming,3184492.759
18201,4067.465855,0.144050961,0.152051414,9872.618942,Healthcare,3133413.616
11381,2085.174086,0.120844373,0.167184122,4271.983309,Gaming,3057483.135
26075,6308.205765,0.080882579,0.216290067,4558.172706,E-commerce,3061811.098
19309,3567.236645,0.116098223,0.175390693,5200.405096,Fintech,3082361.508
20363,3708.9449,0.157253853,0.118770283,10643.71364,Gaming,3177288.124
12027,2166.556892,0.1381497,0.155156552,6120.089421,Fintech,3087154.253
48810,11121.9498,0.116421526,0.175284724,8821.536774,Healthcare,3245744.11
34144,7235.605482,0.082510571,0.235527943,8415.982154,SaaS,3084857.496
35670,6677.325501,0.187090486,0.110096622,6616.99301,Fintech,3258277.915
18906,4536.203483,0.139079272,0.149495517,3730.371958,Healthcare,3134205.05
9278,1801.698709,0.2,0.075064443,5523.603053,Gaming,3198899.424
58481,11862.44342,0.132725168,0.221814332,11587.24485,SaaS,3266665.758
21363,4111.106469,0.186202321,0.133695738,8349.716638,Fintech,3204154.723
15147,3709.090435,0.121142071,0.182154691,7592.865392,SaaS,3071720.452
27130,6323.044628,0.091450197,0.180170296,4743.779104,Fintech,3106500.294
39480,9107.117607,0.125314821,0.144325489,5294.517316,Gaming,3232111.674
21774,3986.377869,0.156271654,0.177149087,6102.813218,SaaS,3136887.452
41743,9041.079607,0.149873806,0.18235182,6356.126131,Fintech,3243683.41
37854,8338.542358,0.143531716,0.161967573,8589.478786,Fintech,3212961.496
12859,2658.938484,0.2,0.083802572,2170.138216,E-commerce,3207753.678
15726,3184.875715,0.15415073,0.13487154,4978.080208,SaaS,3136817.867
35552,8519.53908,0.123506615,0.159114382,10537.0978,Gaming,3189142.813
5674,1030.46173,0.140249947,0.201308097,5428.963241,Healthcare,3030809.598
20440,4573.957717,0.115956692,0.179961142,6874.079573,Healthcare,3099418.191
10770,2235.822748,0.153587468,0.162652149,8340.876546,Fintech,3102487.397
17356,3933.156802,0.174054593,0.145010321,5995.422746,Fintech,3158348.206
18969,3677.220855,0.183097129,0.091207867,7770.629624,SaaS,3214482.811
18414,3622.147135,0.132191266,0.169387377,7907.786668,SaaS,3103996.311
16711,3694.463977,0.14033383,0.154045325,8823.149473,SaaS,3120004.392
12726,3163.628856,0.124598658,0.201160483,3299.47148,Gaming,3051237.111
69283,17197.97019,0.145548237,0.166516548,13077.50189,E-commerce,3368602.964
56034,11062.71803,0.085867786,0.213050299,7675.365148,E-commerce,3185233.456
12319,2305.680364,0.122383272,0.18056571,4550.349961,SaaS,3057673.705
48584,10752.80651,0.01,0.25,8580.506961,SaaS,3083983.424
18038,3777.13524,0.105900766,0.175115987,7824.93684,Gaming,3080057.35
23496,5482.041371,0.120906791,0.163963981,7850.450044,E-commerce,3137889.282
21340,4629.902089,0.124357975,0.185547433,9618.318273,Healthcare,3110888.018
15837,3416.691427,0.103495691,0.214874499,8145.11323,E-commerce,3043956.384
36023,8114.259668,0.098685756,0.213950832,6672.626812,SaaS,3125999.51
23457,4429.837822,0.176504635,0.092166621,8849.587505,SaaS,3227770.573
17356,3946.777329,0.118209835,0.188263312,4337.039144,SaaS,3077200.94
11472,2457.26086,0.090174825,0.22209357,5696.686166,E-commerce,3002120.947
14089,3344.873641,0.111902037,0.22218387,6225.681581,Fintech,3035151.573
9694,1839.043683,0.114425855,0.158852428,6091.625608,Gaming,3053996.241
22161,4455.519875,0.137173764,0.184296641,8846.432619,SaaS,3126742.29
12108,2984.830817,0.154933756,0.176942487,11012.86293,Healthcare,3103710.029
19287,4218.358164,0.100066475,0.178025926,9304.895526,Fintech,3074877.942
43697,10707.99661,0.137879706,0.175120898,8902.481348,Gaming,3228613.465
40120,9156.686184,0.172592444,0.093518455,7819.215046,Fintech,3295862.859
21673,5306.638288,0.170000947,0.129486911,5723.423656,E-commerce,3193304.92
21087,4264.8002,0.157180221,0.12204555,3868.243282,Healthcare,3162099.922
56383,10506.25954,0.13496809,0.178675021,14147.78216,Gaming,3288605.138
28577,6748.656404,0.126675498,0.172330007,9135.030859,Gaming,3151870.987
18696,4418.104346,0.183525945,0.109487173,5653.465654,Gaming,3204103.826
10796,2410.939785,0.157656864,0.15454985,8634.365405,E-commerce,3114132.54
26820,5915.685099,0.112900025,0.17004545,8599.53694,Fintech,3127403.387
33344,8137.388863,0.129353751,0.171043746,10375.38393,SaaS,3193791.684
16061,3089.411932,0.121962823,0.191948945,6572.456928,Fintech,3056190.439
25478,5685.61081,0.133514276,0.159844499,7499.607446,Fintech,3163457.652
18365,3369.682609,0.177583757,0.125040099,3862.056848,Gaming,3176681.698
20090,3814.298361,0.13499714,0.159906517,5982.705718,Gaming,3127911.54
6349,1337.15695,0.123092115,0.205520041,1395.261034,Healthcare,3012097.658
19714,4681.769746,0.171687838,0.156554554,5151.708187,Gaming,3165854.103
35763,8272.671709,0.171002911,0.127352171,9189.722612,SaaS,3262137.458
16063,3986.587742,0.1186722,0.17899157,9447.216702,Healthcare,3090989.367
22612,4141.148235,0.183464416,0.096325481,7419.479741,SaaS,3224660.174
15093,3119.642433,0.171577047,0.173560896,2564.959433,Fintech,3127476.886
26376,5040.858633,0.120688619,0.194965442,8537.607385,E-commerce,3131820.268
19766,3609.020372,0.177009112,0.141012718,4361.745515,SaaS,3183378.756
13771,2733.651312,0.10638426,0.222143828,4739.735329,SaaS,3015078.439
42884,8452.99514,0.114812521,0.184225,5467.576562,E-commerce,3185110.217
35047,7338.909801,0.100204992,0.194435757,8850.273467,Healthcare,3143955.527
16277,3089.467127,0.112830355,0.216997233,7851.24804,SaaS,3046341.571
28251,6051.356588,0.161872134,0.1272992,9761.014841,Healthcare,3211645.876
28816,7042.828738,0.135626833,0.160745703,9924.268529,Gaming,3173345.801
30368,7056.710103,0.101983482,0.20424212,6636.704048,Fintech,3096275.823
9441,2255.949732,0.127746736,0.150600731,4815.091111,E-commerce,3075607.906
36435,8610.720041,0.112443013,0.203587603,10469.5459,Healthcare,3164649.727
16566,3433.698492,0.149515199,0.161481207,7946.881465,SaaS,3119344.221
18418,4229.275106,0.2,0.089180154,7326.775336,SaaS,3237694.053
82367,19174.86766,0.116344192,0.206954403,8879.541488,E-commerce,3380551.949
25615,4979.437336,0.145772014,0.130773402,5314.668835,Gaming,3177683.875
18157,4361.644865,0.187455061,0.10514703,7975.966487,Gaming,3215358.776
7312,1550.453428,0.130178757,0.199703805,6686.929195,Gaming,3037757.767
44129,7993.755726,0.168648122,0.128710605,7414.453701,Fintech,3291897.788
11241,2529.639654,0.131829439,0.138505389,5090.721046,Healthcare,3095407.145
13336,3032.251882,0.132745412,0.172106466,6137.220391,Healthcare,3085235.948
18663,4080.167782,0.131084755,0.163288725,3490.643283,Gaming,3104528.268
44721,8714.739727,0.125165025,0.185314366,6217.263421,SaaS,3208709.687
32422,6930.509274,0.129074555,0.192858247,10149.82373,Fintech,3174959.858
20354,4233.813589,0.150905641,0.147754168,4807.155136,Fintech,3154054.984
25697,6378.715563,0.124845843,0.127709099,7126.389625,Healthcare,3157428.051
16314,3878.286279,0.145125123,0.166055143,5533.127169,SaaS,3115896.91
23619,5511.091474,0.090229628,0.189572971,4240.164613,SaaS,3071858.437
22849,4402.434713,0.162424026,0.147773651,6677.13941,SaaS,3167490.308
35752,7263.833989,0.166673158,0.150639751,8485.58261,SaaS,3229998.519
35724,7379.857793,0.139372997,0.181880464,8908.131413,Healthcare,3182013.952
28197,6047.803297,0.15880121,0.158169361,10573.49259,SaaS,3191497.796
18376,3346.558394,0.115991455,0.177834927,3709.859005,Gaming,3069992.303
31917,7069.955287,0.180094246,0.117562408,6947.982785,Gaming,3257345.223
21036,4313.430918,0.145534041,0.163012516,3591.494806,Healthcare,3137449.091
12823,2812.307023,0.095645616,0.220650168,5323.203578,SaaS,3011041.172
18004,3252.035278,0.177755943,0.102457504,4432.48118,Fintech,3180621.533
22977,4652.849846,0.160421658,0.158002328,9761.366528,Fintech,3164234.856
34721,8117.999789,0.189359875,0.07432632,5919.960101,E-commerce,3323969.443
20095,4321.946366,0.190199388,0.068068042,5102.737509,Gaming,3232399.581
12032,2830.192463,0.18443649,0.082530359,6123.724173,Gaming,3188233.877
22660,5187.490975,0.153262317,0.157148983,5772.341057,E-commerce,3157592.83
23312,5591.253591,0.160118486,0.152322114,7870.400921,E-commerce,3179359.056
24171,4363.374329,0.105953087,0.198084105,6737.604455,E-commerce,3087087.395
34889,6918.236956,0.1248196,0.163904868,8232.91815,Gaming,3177094.928
36660,8007.134991,0.2,0.10946715,9146.624654,Fintech,3300291.822
16364,4023.437386,0.090257255,0.196330019,4501.588213,Fintech,3037959.043
16186,3683.69587,0.151480623,0.14200437,7344.404549,Healthcare,3145496.045
13093,2775.208189,0.142485612,0.140783468,7425.371996,E-commerce,3113651.145
31238,5907.414842,0.160495458,0.152444351,7665.270033,E-commerce,3184224.998
45451,9750.379176,0.133980997,0.154405376,10241.31914,E-commerce,3221823.187
18815,3967.633597,0.17733927,0.130406477,7881.74963,SaaS,3180505.447
19521,4577.499382,0.141015147,0.160748078,4603.152618,Fintech,3122746.191
45861,9581.94074,0.151052207,0.180964237,4334.793588,Fintech,3217495.369
28361,5737.959665,0.147256754,0.154132629,7815.447782,Healthcare,3173771.848
27395,5103.150949,0.128004949,0.196870146,8508.762947,Healthcare,3121448.174
12143,2225.266369,0.131107328,0.18506467,5666.883299,E-commerce,3053297.104
30926,6517.326991,0.173381791,0.104156865,8078.45425,SaaS,3250750.523
13841,2827.444166,0.162055688,0.126811655,6590.728033,SaaS,3147249.307
12493,2734.376539,0.173845169,0.120706097,4007.804599,Gaming,3149502.139
18520,4256.544026,0.178688638,0.132210525,3637.050599,Gaming,3177310.095
16433,3003.960238,0.126520338,0.188997698,4439.49227,Healthcare,3069365.001
19716,4233.719157,0.132341675,0.180728944,6835.248402,SaaS,3108128.234
10716,2575.462357,0.13459424,0.149503794,8006.717029,Gaming,3096946.7
35575,7536.978591,0.163731839,0.135898443,7038.314467,E-commerce,3236545.485
38709,8379.993532,0.134008765,0.157626185,5306.232927,Fintech,3203952.852
8319,1780.893493,0.151475221,0.155903164,1714.705834,Gaming,3083115.41
35926,7446.939027,0.100985884,0.166479186,10782.73521,SaaS,3133655.398
14687,2756.872781,0.167619296,0.131898456,5080.322738,E-commerce,3148508.101
33809,6384.658411,0.159366316,0.105374496,11076.31981,E-commerce,3255281.136
21285,4098.134016,0.156538101,0.121770702,10134.93847,E-commerce,3169281.873
22345,5261.789983,0.144079617,0.18856404,8206.644673,Gaming,3143436.868
20079,4001.207808,0.171588326,0.16229265,4929.090619,Fintech,3159211.63
40378,9947.873944,0.129005249,0.157981985,5712.716591,E-commerce,3229433.556
11851,2805.272865,0.186857266,0.122997622,4194.33533,SaaS,3161967.326
29849,6803.119808,0.157013149,0.152623432,8144.416072,SaaS,3203132.79
38202,8802.79342,0.093661004,0.233653415,6959.349694,E-commerce,3123263.253
31513,5777.412365,0.130755603,0.174165985,11616.57781,SaaS,3154227.007
70428,15479.17684,0.125693054,0.153345022,11007.92475,Fintech,3369265.807
16907,4156.991442,0.120925678,0.162675346,8260.364063,Healthcare,3107291.357
35548,6495.960216,0.165197835,0.142727734,7044.384279,E-commerce,3213031.194
20888,4185.352713,0.080617381,0.182833494,9787.061754,Fintech,3056474.612
40810,7492.95288,0.154380407,0.111310915,6896.775556,Fintech,3254077.095
21941,4824.428997,0.160101093,0.156808542,7421.434034,SaaS,3164621.224
18143,3413.315959,0.08160225,0.25,6435.927716,SaaS,2992857.087
42320,9037.330663,0.132641613,0.154881544,12293.56396,Healthcare,3251364.339
17226,3968.80943,0.128621291,0.168158323,5405.647813,SaaS,3098160.177
10868,2081.33826,0.187270753,0.111111982,7265.892116,Healthcare,3169199.208
17010,3961.212435,0.116650159,0.188238444,8844.740364,SaaS,3074995.038
30016,5529.376799,0.159461204,0.12343105,4722.021795,Gaming,3214404.783
44179,8414.938194,0.158587188,0.13935631,9164.705005,Healthcare,3280389.652
23285,4647.865886,0.126962909,0.188996612,3463.425708,Gaming,3093485.741
42578,10036.78143,0.168343956,0.120092063,9463.506933,E-commerce,3300915.289
11169,2675.082524,0.132133619,0.168080683,5277.609637,Fintech,3080378.465
17647,3448.692981,0.18144313,0.139261878,8449.260068,Fintech,3168967.675
19066,3559.715009,0.2,0.099355604,8344.907476,E-commerce,3214927.396
20800,4978.620707,0.167849514,0.101420052,4932.537954,SaaS,3209879.309
22972,5179.168814,0.157257154,0.097264987,10720.95068,Fintech,3216774.044
31115,5944.517033,0.120761152,0.156401267,6602.498421,Gaming,3160034.094
17634,3862.554445,0.197184813,0.126475487,3669.374212,E-commerce,3201190.284
23612,5692.050399,0.165229663,0.129559713,5105.133102,Fintech,3202021.39
21535,3981.090299,0.125773885,0.181170529,8128.361533,SaaS,3101494.785
13864,2576.769783,0.188269618,0.137662499,10334.76451,Gaming,3166230.036
20809,4144.165272,0.143234507,0.131844102,5654.932776,E-commerce,3149844.842
20499,4625.770779,0.160393253,0.192883462,7818.110295,SaaS,3135758.124
20281,3903.293341,0.127881177,0.170026894,7950.674851,Healthcare,3107691.53
22379,5307.083717,0.111021194,0.199695123,8115.648094,Fintech,3091943.584
22875,5319.126321,0.112341088,0.173552224,4744.38132,Fintech,3108772.308
17744,3890.732909,0.129978474,0.150707276,9987.344538,Gaming,3122501.577
41620,7829.75165,0.145270318,0.1552337,9873.552651,Fintech,3230423.519
12274,3058.378712,0.135122284,0.152676097,5444.274365,Healthcare,3103840.452
15359,3291.469856,0.118834432,0.182994539,4292.121688,E-commerce,3071065.657
88431,18715.98964,0.078706494,0.178704752,8241.466493,Healthcare,3393445.47
13108,3272.934365,0.181656164,0.090864108,5731.192538,Healthcare,3194388.247
11193,2691.589423,0.140912721,0.148741904,8034.294009,Gaming,3107803.877
31800,6739.874576,0.075893901,0.201344097,4507.35832,E-commerce,3075386.574
7796,1631.829165,0.145997973,0.214796731,5086.185064,Fintech,3034533.926
19581,3656.040113,0.12807013,0.175581415,5538.148797,SaaS,3100903.894
64402,15769.20466,0.124992818,0.180347532,7187.349645,Healthcare,3341578.686
10173,2432.000507,0.128064185,0.150093946,5878.365545,Fintech,3079510.725
8176,1649.100627,0.18465283,0.101403411,7777.533702,Gaming,3160393.347
10408,2422.279757,0.140365544,0.149563142,5807.562127,Healthcare,3097081.027
34516,8055.725821,0.126998083,0.195943122,6355.404552,Fintech,3171520.842
38653,7574.200307,0.121828296,0.149804695,10164.88556,Healthcare,3190892.931
17046,3800.50598,0.155968195,0.137181298,3896.157405,E-commerce,3140446.471
30995,6132.423243,0.146860579,0.161968245,7861.036701,Gaming,3172321.275
44140,10385.78992,0.116931149,0.136846932,7304.294556,Healthcare,3248437.442
53834,10269.73341,0.12468463,0.142074604,9198.911929,E-commerce,3273817.184
19473,4416.932456,0.13299356,0.138929735,10502.36722,Gaming,3139733.874
6969,1413.458293,0.172121435,0.124178526,2868.213045,Fintech,3121258.292
14611,2666.985923,0.104271321,0.18661286,4415.738914,Healthcare,3045775.344
17793,3356.815371,0.131178111,0.18742273,5539.750491,E-commerce,3091294.312
19351,4370.286726,0.13477651,0.120827405,5607.462527,Fintech,3150797.506
20051,3945.916519,0.182144955,0.109561269,5312.140776,Healthcare,3202604.254
38539,8639.383056,0.16662507,0.156883681,8112.560127,E-commerce,3255114.56
41656,8707.66825,0.141622165,0.126893227,10325.51149,Healthcare,3261973.214
20214,4618.695697,0.110393257,0.187290947,7514.446351,SaaS,3085370.694
38148,8182.990283,0.133271062,0.181742168,10144.20145,E-commerce,3191438.512
26339,5309.897539,0.193653389,0.134495312,6562.628594,Fintech,3226322.218
22748,4326.836629,0.134539534,0.140381759,9654.321659,SaaS,3148033.494
34657,7065.760949,0.137100409,0.170346063,8486.480793,Healthcare,3194297.433
22836,5125.370881,0.144550143,0.156268112,3205.278057,Gaming,3152699.986
61630,14287.87675,0.094706137,0.184527687,8203.441059,E-commerce,3266672.249
10729,2051.639906,0.120542811,0.15481307,5248.151187,E-commerce,3068391.578
17024,3855.920144,0.117468092,0.157236959,3424.49478,SaaS,3097901.463
20676,3981.15482,0.131054096,0.243201811,8498.850299,Gaming,3063754.949
27439,5365.075068,0.149998142,0.173592507,7414.792977,Fintech,3169455.657
41522,9018.254812,0.135020423,0.166350962,4255.969046,SaaS,3222496.821
21759,4357.112702,0.154699959,0.128416302,2284.191676,E-commerce,3156145.736
10817,2448.013452,0.2,0.111233949,2139.262879,SaaS,3177818.58
33565,8287.344967,0.2,0.075660626,7366.946631,Gaming,3330162.034
32127,6117.702183,0.137280402,0.169226177,9019.430813,E-commerce,3168031.972
8342,1834.704095,0.173661956,0.14307048,6100.614005,E-commerce,3120228.816
21984,5377.966646,0.159142947,0.137637562,7304.740931,Healthcare,3183871.878
9946,1913.183004,0.177498906,0.110499385,3516.777853,E-commerce,3149403.073
15798,3249.32574,0.173611766,0.116085082,3239.865854,E-commerce,3169693.156
14024,2645.672175,0.127372446,0.192014338,10030.72579,SaaS,3069401.961
33012,7425.806441,0.193477042,0.105567216,7604.029982,Gaming,3289418.437
23351,5296.940955,0.184641743,0.148454875,6879.711249,Gaming,3195751.902
11581,2623.012681,0.173397385,0.090059438,7455.675059,Gaming,3179096.82
34201,7454.070103,0.154032335,0.120604446,8628.357896,Gaming,3239991.566
10754,2497.490256,0.156751985,0.144919865,6348.785077,Gaming,3120990.542
25979,4741.46394,0.143595023,0.165441889,8774.6743,SaaS,3160865.833
14661,3621.647367,0.16654032,0.132113333,7956.867645,Fintech,3164014.476
18345,3587.304845,0.148742017,0.179302795,7986.540636,E-commerce,3112712.622
28343,5342.920162,0.147634222,0.133472651,4943.878272,Fintech,3180414.747
28587,7028.957924,0.136884835,0.163445285,7979.194275,Healthcare,3177095.855
42979,10234.61438,0.125212722,0.196466708,8969.826622,Healthcare,3213453.919
21138,4936.588165,0.197250946,0.138386083,7681.901194,Fintech,3211766.313
25673,4809.379561,0.143905806,0.152005124,5688.030678,Gaming,3158813.726
17696,4185.582588,0.132902907,0.220789774,4610.172967,Healthcare,3067256.986
24124,5370.765843,0.14706039,0.154785085,4133.765407,SaaS,3155868.642
27439,6344.818826,0.104249605,0.229698582,7303.04489,Healthcare,3074895.015
20969,5210.060899,0.171853322,0.121256916,5818.937994,Healthcare,3204009.912
8938,1730.494067,0.149817005,0.147101069,6174.416429,Gaming,3094095.252
25996,5597.113942,0.131378395,0.192044296,7335.819331,Healthcare,3129985.324
26430,6151.176436,0.128095158,0.188278516,7928.017413,SaaS,3140119.665
15676,3297.539787,0.098834318,0.200819713,6298.830788,Gaming,3036607.265
11588,2130.172395,0.2,0.079133872,5627.698729,Healthcare,3203060.516
46071,8652.167106,0.137463832,0.215053016,7820.371248,Healthcare,3184729.631
28161,6255.865843,0.194493595,0.100040628,7675.259884,E-commerce,3279258.133
